"Airport ID","Name","City","Country","IATA","ICAO","Latitude","Longitude","Altitude","Timezone","DST","Tz database time zone","Type","Source"
1,"Goroka Airport","Goroka","Papua New Guinea","GKA","AYGA",-6.0816898345900015,145.391998291,5282,"10","U","Pacific/Port_Moresby","airport","OurAirports"
3,"Mount Hagen Kagamuga Airport","Mount Hagen","Papua New Guinea","HGU","AYMH",-5.826789855957031,144.29600524902344,5388,"10","U","Pacific/Port_Moresby","airport","OurAirports"
31,"Brandon Municipal Airport","Brandon","Canada","YBR","CYBR",49.91,-99.951897,1343,"-6","A","America/Winnipeg","airport","OurAirports"
34,"Castlegar/West Kootenay Regional Airport","Castlegar","Canada","YCG","CYCG",49.296398162799996,-117.63200378399999,1624,"-8","A","America/Vancouver","airport","OurAirports"
38,"Coronation Airport","Coronation","Canada","YCT","CYCT",52.0750007629,-111.444999695,2595,"-7","A","America/Edmonton","airport","OurAirports"
42,"Dawson City Airport","Dawson","Canada","YDA","CYDA",64.04309844970703,-139.12800598144528,1215,"-8","A","America/Vancouver","airport","OurAirports"
43,"Burwash Airport","Burwash","Canada","YDB","CYDB",61.37110137939453,-139.04100036621094,2647,"-8","A","America/Vancouver","airport","OurAirports"
44,"Princeton Airport","Princeton","Canada","\N","CYDC",49.468101501499994,-120.51100158700001,2298,"-8","A","America/Vancouver","airport","OurAirports"
46,"Dease Lake Airport","Dease Lake","Canada","YDL","CYDL",58.4221992493,-130.031997681,2600,"-8","A","America/Vancouver","airport","OurAirports"
48,"Dawson Creek Airport","Dawson Creek","Canada","YDQ","CYDQ",55.7422981262207,-120.18299865722656,2148,"-7","A","America/Dawson_Creek","airport","OurAirports"
49,"Edmonton International Airport","Edmonton","Canada","YEG","CYEG",53.309700012200004,-113.580001831,2373,"-7","A","America/Edmonton","airport","OurAirports"
51,"Estevan Airport","Estevan","Canada","YEN","CYEN",49.210300445600005,-102.96600341799999,1905,"-6","N","America/Regina","airport","OurAirports"
52,"Edson Airport","Edson","Canada","YET","CYET",53.5788993835,-116.46499633799999,3043,"-7","A","America/Edmonton","airport","OurAirports"
64,"Geraldton Greenstone Regional Airport","Geraldton","Canada","YGQ","CYGQ",49.77830123901367,-86.93939971923828,1144,"-5","A","America/Toronto","airport","OurAirports"
66,"Hudson Bay Airport","Hudson Bay","Canada","YHB","CYHB",52.8166999817,-102.31099700899999,1175,"-6","N","America/Regina","airport","OurAirports"
67,"Dryden Regional Airport","Dryden","Canada","YHD","CYHD",49.831699,-92.744202,1354,"-6","A","America/Winnipeg","airport","OurAirports"
74,"Atikokan Municipal Airport","Atikokan","Canada","YIB","CYIB",48.7738990784,-91.6386032104,1408,"-5","A","America/Coral_Harbour","airport","OurAirports"
78,"Kamloops Airport","Kamloops","Canada","YKA","CYKA",50.702201843299996,-120.444000244,1133,"-8","A","America/Vancouver","airport","OurAirports"
79,"Waterloo Airport","Waterloo","Canada","YKF","CYKF",43.4608001709,-80.3786010742,1055,"-5","A","America/Toronto","airport","OurAirports"
80,"Schefferville Airport","Schefferville","Canada","YKL","CYKL",54.80530166625977,-66.8052978515625,1709,"-5","A","America/Toronto","airport","OurAirports"
81,"Kindersley Airport","Kindersley","Canada","YKY","CYKY",51.5175018311,-109.180999756,2277,"-6","N","America/Regina","airport","OurAirports"
83,"Chapleau Airport","Chapleau","Canada","YLD","CYLD",47.81999969482422,-83.3467025756836,1470,"-5","A","America/Toronto","airport","OurAirports"
84,"Meadow Lake Airport","Meadow Lake","Canada","YLJ","CYLJ",54.12530136108398,-108.52300262451172,1576,"-6","N","America/Regina","airport","OurAirports"
85,"Lloydminster Airport","Lloydminster","Canada","YLL","CYLL",53.30920028686523,-110.072998046875,2193,"-7","A","America/Edmonton","airport","OurAirports"
87,"Kelowna International Airport","Kelowna","Canada","YLW","CYLW",49.9561004639,-119.377998352,1421,"-8","A","America/Vancouver","airport","OurAirports"
88,"Mayo Airport","Mayo","Canada","YMA","CYMA",63.61640167236328,-135.86799621582028,1653,"-8","A","America/Vancouver","airport","OurAirports"
89,"Moose Jaw Air Vice Marshal C. M. McEwen Airport","Moose Jaw","Canada","YMJ","CYMJ",50.330299377441406,-105.55899810791016,1892,"-6","N","America/Regina","airport","OurAirports"
90,"Fort McMurray Airport","Fort Mcmurray","Canada","YMM","CYMM",56.653301238999994,-111.22200012200001,1211,"-7","A","America/Edmonton","airport","OurAirports"
98,"CFB Cold Lake","Cold Lake","Canada","YOD","CYOD",54.40499877929688,-110.27899932861328,1775,"-7","A","America/Edmonton","airport","OurAirports"
99,"High Level Airport","High Level","Canada","YOJ","CYOJ",58.62139892578125,-117.16500091552734,1110,"-7","A","America/Edmonton","airport","OurAirports"
101,"Prince Albert Glass Field","Prince Albert","Canada","YPA","CYPA",53.214199066199996,-105.672996521,1405,"-6","N","America/Regina","airport","OurAirports"
102,"Peace River Airport","Peace River","Canada","YPE","CYPE",56.226898,-117.446999,1873,"-7","A","America/Edmonton","airport","OurAirports"
105,"Pickle Lake Airport","Pickle Lake","Canada","YPL","CYPL",51.4463996887207,-90.21420288085938,1267,"-5","A","America/Coral_Harbour","airport","OurAirports"
112,"Red Deer Regional Airport","Red Deer Industrial","Canada","YQF","CYQF",52.18220138549805,-113.8939971923828,2968,"-7","A","America/Edmonton","airport","OurAirports"
114,"Watson Lake Airport","Watson Lake","Canada","YQH","CYQH",60.11640167236328,-128.82200622558594,2255,"-8","A","America/Vancouver","airport","OurAirports"
115,"Kenora Airport","Kenora","Canada","YQK","CYQK",49.78829956054688,-94.36309814453124,1332,"-6","A","America/Winnipeg","airport","OurAirports"
116,"Lethbridge County Airport","Lethbridge","Canada","YQL","CYQL",49.6302986145,-112.80000305200001,3048,"-7","A","America/Edmonton","airport","OurAirports"
120,"Regina International Airport","Regina","Canada","YQR","CYQR",50.43190002441406,-104.66600036621094,1894,"-6","N","America/Regina","airport","OurAirports"
122,"Grande Prairie Airport","Grande Prairie","Canada","YQU","CYQU",55.1796989441,-118.885002136,2195,"-7","A","America/Edmonton","airport","OurAirports"
123,"Yorkton Municipal Airport","Yorkton","Canada","YQV","CYQV",51.26470184326172,-102.46199798583984,1635,"-6","N","America/Regina","airport","OurAirports"
124,"North Battleford Airport","North Battleford","Canada","YQW","CYQW",52.76919937133789,-108.24400329589844,1799,"-6","N","America/Regina","airport","OurAirports"
127,"Quesnel Airport","Quesnel","Canada","YQZ","CYQZ",53.026100158691406,-122.51000213623048,1789,"-8","A","America/Vancouver","airport","OurAirports"
131,"Rocky Mountain House Airport","Rocky Mountain House","Canada","YRM","CYRM",52.4296989441,-114.903999329,3244,"-7","A","America/Edmonton","airport","OurAirports"
133,"Sudbury Airport","Sudbury","Canada","YSB","CYSB",46.625,-80.79889678955078,1141,"-5","A","America/Toronto","airport","OurAirports"
137,"Nanisivik Airport","Nanisivik","Canada","YSR","CYSR",72.982201,-84.613602,2106,"-5","A","America/Toronto","airport","OurAirports"
150,"La Ronge Airport","La Ronge","Canada","YVC","CYVC",55.1514015198,-105.262001038,1242,"-6","N","America/Regina","airport","OurAirports"
151,"Vermilion Airport","Vermillion","Canada","YVG","CYVG",53.355800628699996,-110.823997498,2025,"-7","A","America/Edmonton","airport","OurAirports"
153,"Val-d'Or Airport","Val D'or","Canada","YVO","CYVO",48.0532989502,-77.7827987671,1107,"-5","A","America/Toronto","airport","OurAirports"
157,"Buffalo Narrows Airport","Buffalo Narrows","Canada","YVT","CYVT",55.8418998718,-108.41799926799999,1423,"-6","N","America/Regina","airport","OurAirports"
161,"Wabush Airport","Wabush","Canada","YWK","CYWK",52.92190170288086,-66.86440277099611,1808,"-4","A","America/Halifax","airport","OurAirports"
162,"Williams Lake Airport","Williams Lake","Canada","YWL","CYWL",52.1831016541,-122.054000854,3085,"-8","A","America/Vancouver","airport","OurAirports"
164,"Cranbrook/Canadian Rockies International Airport","Cranbrook","Canada","YXC","CYXC",49.610801696777,-115.78199768066001,3082,"-7","A","America/Edmonton","airport","OurAirports"
165,"Edmonton City Centre (Blatchford Field) Airport","Edmonton","Canada","YXD","CYXD",53.5724983215,-113.52100372299999,2202,"-7","A","America/Edmonton","airport","OurAirports"
166,"Saskatoon John G. Diefenbaker International Airport","Saskatoon","Canada","YXE","CYXE",52.170799255371094,-106.6999969482422,1653,"-6","N","America/Regina","airport","OurAirports"
167,"Medicine Hat Airport","Medicine Hat","Canada","YXH","CYXH",50.01890182495117,-110.72100067138672,2352,"-7","A","America/Edmonton","airport","OurAirports"
168,"Fort St John Airport","Fort Saint John","Canada","YXJ","CYXJ",56.23809814453125,-120.73999786376952,2280,"-7","A","America/Dawson_Creek","airport","OurAirports"
169,"Sioux Lookout Airport","Sioux Lookout","Canada","YXL","CYXL",50.11389923095703,-91.9052963256836,1258,"-6","A","America/Winnipeg","airport","OurAirports"
172,"Prince George Airport","Prince George","Canada","YXS","CYXS",53.8894004822,-122.679000854,2267,"-8","A","America/Vancouver","airport","OurAirports"
176,"Whitehorse / Erik Nielsen International Airport","Whitehorse","Canada","YXY","CYXY",60.709598541300004,-135.067001343,2317,"-8","A","America/Vancouver","airport","OurAirports"
177,"North Bay Jack Garland Airport","North Bay","Canada","YYB","CYYB",46.363602,-79.422798,1215,"-5","A","America/Toronto","airport","OurAirports"
178,"Calgary International Airport","Calgary","Canada","YYC","CYYC",51.113899231000005,-114.019996643,3557,"-7","A","America/Edmonton","airport","OurAirports"
179,"Smithers Airport","Smithers","Canada","YYD","CYYD",54.82469940185547,-127.18299865722656,1712,"-8","A","America/Vancouver","airport","OurAirports"
180,"Fort Nelson Airport","Fort Nelson","Canada","YYE","CYYE",58.8363990784,-122.59700012200001,1253,"-8","A","America/Vancouver","airport","OurAirports"
181,"Penticton Airport","Penticton","Canada","YYF","CYYF",49.46310043334961,-119.60199737548828,1129,"-8","A","America/Vancouver","airport","OurAirports"
185,"Lynn Lake Airport","Lynn Lake","Canada","YYL","CYYL",56.86389923095703,-101.07599639892578,1170,"-6","A","America/Winnipeg","airport","OurAirports"
186,"Swift Current Airport","Swift Current","Canada","YYN","CYYN",50.291900634799994,-107.691001892,2680,"-6","N","America/Regina","airport","OurAirports"
191,"Armstrong Airport","Armstrong","Canada","YYW","CYYW",50.29029846191406,-88.90969848632812,1058,"-5","A","America/Toronto","airport","OurAirports"
197,"Slave Lake Airport","Slave Lake","Canada","YZH","CYZH",55.293098449700004,-114.777000427,1912,"-7","A","America/Edmonton","airport","OurAirports"
201,"Whitecourt Airport","Whitecourt","Canada","YZU","CYZU",54.14390182495117,-115.78700256347656,2567,"-7","A","America/Edmonton","airport","OurAirports"
203,"Teslin Airport","Teslin","Canada","YZW","CYZW",60.17279815673828,-132.74299621582028,2313,"-8","A","America/Vancouver","airport","OurAirports"
205,"Faro Airport","Faro","Canada","ZFA","CZFA",62.20750045776367,-133.37600708007812,2351,"-8","A","America/Vancouver","airport","OurAirports"
208,"Bou Saada Airport","Bou Saada","Algeria","BUJ","DAAD",35.33250045776367,4.206389904022217,1506,"1","N","Africa/Algiers","airport","OurAirports"
211,"Djanet Inedbirene Airport","Djanet","Algeria","DJG","DAAJ",24.292801,9.45244,3176,"1","N","Africa/Algiers","airport","OurAirports"
214,"Illizi Takhamalt Airport","Illizi","Algeria","VVZ","DAAP",26.7234992981,8.62265014648,1778,"1","N","Africa/Algiers","airport","OurAirports"
215,"Ain Oussera Airport","Ain Oussera","Algeria","\N","DAAQ",35.52539825439453,2.8787100315093994,2132,"1","N","Africa/Algiers","airport","OurAirports"
216,"Aguenar â€“ Hadj Bey Akhamok Airport","Tamanrasset","Algeria","TMR","DAAT",22.8115005493,5.45107984543,4518,"1","N","Africa/Algiers","airport","OurAirports"
218,"Mecheria Airport","Mecheria","Algeria","MZW","DAAY",33.535900116,-0.242353007197,3855,"1","N","Africa/Algiers","airport","OurAirports"
221,"Mohamed Boudiaf International Airport","Constantine","Algeria","CZL","DABC",36.2760009765625,6.620389938354492,2265,"1","N","Africa/Algiers","airport","OurAirports"
222,"Cheikh Larbi TÃ©bessi Airport","Tebessa","Algeria","TEE","DABS",35.4315986633,8.120719909670001,2661,"1","N","Africa/Algiers","airport","OurAirports"
224,"Hassi R'Mel Airport","Tilrempt","Algeria","HRM","DAFH",32.93040084838867,3.311539888381958,2540,"1","N","Africa/Algiers","airport","OurAirports"
225,"Bou Chekif Airport","Tiaret","Algeria","TID","DAOB",35.3410987854,1.4631500244100002,3245,"1","N","Africa/Algiers","airport","OurAirports"
227,"Tindouf Airport","Tindouf","Algeria","TIN","DAOF",27.700399398800002,-8.167099952700001,1453,"1","N","Africa/Algiers","airport","OurAirports"
232,"Sidi Bel Abbes Airport","Sidi Bel Abbes","Algeria","BFW","DAOS",35.1717987061,-0.593275010586,1614,"1","N","Africa/Algiers","airport","OurAirports"
233,"Ghriss Airport","Ghriss","Algeria","MUW","DAOV",35.207698822021484,0.14714199304580688,1686,"1","N","Africa/Algiers","airport","OurAirports"
236,"El Golea Airport","El Golea","Algeria","ELG","DAUE",30.5713005065918,2.8595900535583496,1306,"1","N","Africa/Algiers","airport","OurAirports"
237,"NoumÃ©rat - Moufdi Zakaria Airport","Ghardaia","Algeria","GHA","DAUG",32.38410186767578,3.7941100597381587,1512,"1","N","Africa/Algiers","airport","OurAirports"
241,"Laghouat Airport","Laghouat","Algeria","LOO","DAUL",33.764400482199996,2.92833995819,2510,"1","N","Africa/Algiers","airport","OurAirports"
242,"Timimoun Airport","Timimoun","Algeria","TMX","DAUT",29.237100601199998,0.276033014059,1027,"1","N","Africa/Algiers","airport","OurAirports"
244,"In AmÃ©nas Airport","Zarzaitine","Algeria","IAM","DAUZ",28.0515,9.64291,1847,"1","N","Africa/Algiers","airport","OurAirports"
246,"Ouagadougou Airport","Ouagadougou","Burkina Faso","OUA","DFFD",12.3532,-1.51242,1037,"0","N","Africa/Ouagadougou","airport","OurAirports"
247,"Bobo Dioulasso Airport","Bobo-dioulasso","Burkina Faso","BOY","DFOO",11.160099983215332,-4.33096981048584,1511,"0","N","Africa/Ouagadougou","airport","OurAirports"
250,"Wa Airport","Wa","Ghana","\N","DGLW",10.0826997756958,-2.507689952850342,1060,"0","N","Africa/Accra","airport","OurAirports"
251,"Sunyani Airport","Sunyani","Ghana","NYI","DGSN",7.361830234527588,-2.3287599086761475,1014,"0","N","Africa/Accra","airport","OurAirports"
254,"BouakÃ© Airport","Bouake","Cote d'Ivoire","BYK","DIBK",7.738800048828125,-5.073669910430908,1230,"0","N","Africa/Abidjan","airport","OurAirports"
256,"Korhogo Airport","Korhogo","Cote d'Ivoire","HGO","DIKO",9.38718032837,-5.556660175319999,1214,"0","N","Africa/Abidjan","airport","OurAirports"
257,"Man Airport","Man","Cote d'Ivoire","MJC","DIMN",7.2720699310302725,-7.58735990524292,1089,"0","N","Africa/Abidjan","airport","OurAirports"
260,"Nnamdi Azikiwe International Airport","Abuja","Nigeria","ABV","DNAA",9.006790161132812,7.263169765472412,1123,"1","N","Africa/Lagos","airport","OurAirports"
261,"Akure Airport","Akure","Nigeria","AKR","DNAK",7.246739864349365,5.3010101318359375,1100,"1","N","Africa/Lagos","airport","OurAirports"
265,"Gusau Airport","Gusau","Nigeria","\N","DNGU",12.1717,6.696110000000001,1520,"1","N","Africa/Lagos","airport","OurAirports"
267,"Ilorin International Airport","Ilorin","Nigeria","ILR","DNIL",8.440210342407228,4.493919849395752,1126,"1","N","Africa/Lagos","airport","OurAirports"
268,"Yakubu Gowon Airport","Jos","Nigeria","JOS","DNJO",9.639829635620117,8.869050025939941,4232,"1","N","Africa/Lagos","airport","OurAirports"
269,"Kaduna Airport","Kaduna","Nigeria","KAD","DNKA",10.696000099182127,7.320109844207764,2073,"1","N","Africa/Lagos","airport","OurAirports"
270,"Mallam Aminu International Airport","Kano","Nigeria","KAN","DNKN",12.0476,8.52462,1562,"1","N","Africa/Lagos","airport","OurAirports"
271,"Maiduguri International Airport","Maiduguri","Nigeria","MIU","DNMA",11.855299949645994,13.080900192260742,1099,"1","N","Africa/Lagos","airport","OurAirports"
276,"Sadiq Abubakar III International Airport","Sokoto","Nigeria","SKO","DNSO",12.916299819946287,5.207190036773682,1010,"1","N","Africa/Lagos","airport","OurAirports"
278,"Zaria Airport","Zaria","Nigeria","ZAR","DNZA",11.1302,7.685810000000001,2170,"1","N","Africa/Lagos","airport","OurAirports"
279,"Maradi Airport","Maradi","Niger","MFQ","DRRM",13.5024995803833,7.1267499923706055,1240,"1","N","Africa/Niamey","airport","OurAirports"
281,"Tahoua Airport","Tahoua","Niger","THZ","DRRT",14.875699996948242,5.265359878540039,1266,"1","N","Africa/Niamey","airport","OurAirports"
282,"Mano Dayak International Airport","Agadez","Niger","AJY","DRZA",16.965999603271484,8.000109672546388,1657,"1","N","Africa/Niamey","airport","OurAirports"
283,"Dirkou Airport","Dirkou","Niger","\N","DRZD",18.968700408935547,12.86870002746582,1273,"1","N","Africa/Niamey","airport","OurAirports"
285,"Zinder Airport","Zinder","Niger","ZND","DRZR",13.779000282287598,8.983759880065918,1516,"1","N","Africa/Niamey","airport","OurAirports"
289,"Remada Air Base","Remada","Tunisia","\N","DTTD",32.306198120117195,10.382100105285645,1004,"1","E","Africa/Tunis","airport","OurAirports"
290,"Gafsa Ksar International Airport","Gafsa","Tunisia","GAF","DTTF",34.42200088500977,8.822500228881836,1060,"1","E","Africa/Tunis","airport","OurAirports"
297,"Niamtougou International Airport","Niatougou","Togo","LRL","DXNG",9.767330169677734,1.0912499427795408,1515,"0","N","Africa/Lome","airport","OurAirports"
303,"Jehonville Air Base","Bertrix","Belgium","\N","EBBX",49.8917007446289,5.223889827728272,1514,"1","E","Europe/Brussels","airport","OurAirports"
313,"Saint Hubert Air Base","St.-hubert","Belgium","\N","EBSU",50.034400939941406,5.440810203552246,1930,"1","E","Europe/Brussels","airport","OurAirports"
330,"Jena-SchÃ¶ngleina Airfield","Jena","Germany","\N","EDBJ",50.915279,11.714444,1247,"1","E","Europe/Berlin","airport","OurAirports"
339,"Erfurt Airport","Erfurt","Germany","ERF","EDDE",50.97980117797852,10.958100318908693,1036,"1","E","Europe/Berlin","airport","OurAirports"
346,"Munich Airport","Munich","Germany","MUC","EDDM",48.353802,11.7861,1487,"1","E","Europe/Berlin","airport","OurAirports"
347,"Nuremberg Airport","Nuernberg","Germany","NUE","EDDN",49.498699,11.078056,1046,"1","E","Europe/Berlin","airport","OurAirports"
349,"SaarbrÃ¼cken Airport","Saarbruecken","Germany","SCN","EDDR",49.2145996094,7.10950994492,1058,"1","E","Europe/Berlin","airport","OurAirports"
350,"Stuttgart Airport","Stuttgart","Germany","STR","EDDS",48.6898994446,9.22196006775,1276,"1","E","Europe/Berlin","airport","OurAirports"
355,"Frankfurt-Hahn Airport","Hahn","Germany","HHN","EDFH",49.9487,7.263889999999999,1649,"1","E","Europe/Berlin","airport","OurAirports"
357,"Allendorf/Eder Airport","Allendorf","Germany","\N","EDFQ",51.03499984741211,8.680832862854004,1158,"1","E","Europe/Berlin","airport","OurAirports"
360,"Eisenach-Kindel Airport","Eisenach","Germany","EIB","EDGE",50.991603999999995,10.47973,1112,"1","E","Europe/Berlin","airport","OurAirports"
361,"Siegerland Airport","Siegerland","Germany","SGE","EDGS",50.70769882202149,8.082969665527344,1966,"1","E","Europe/Berlin","airport","OurAirports"
365,"Flugplatz Dahlemer Binz","Dahlemer Binz","Germany","\N","EDKV",50.405555725,6.528889179199999,1896,"1","E","Europe/Berlin","airport","OurAirports"
366,"Meinerzhagen Airport","Meinerzhagen","Germany","\N","EDKZ",51.099998474121094,7.5999999046325675,1549,"1","E","Europe/Berlin","airport","OurAirports"
374,"Augsburg Airport","Augsburg","Germany","AGB","EDMA",48.425278000000006,10.931667,1516,"1","E","Europe/Berlin","airport","OurAirports"
375,"Biberach a.d. RiÃŸ Airfield","Biberach","Germany","\N","EDMB",48.111111,9.762777999999999,1903,"1","E","Europe/Berlin","airport","OurAirports"
376,"Eggenfelden Airport","Eggenfelden","Germany","\N","EDME",48.39611053466797,12.723610877990724,1342,"1","E","Europe/Berlin","airport","OurAirports"
377,"Mindelheim-Mattsies Airfield","Mindelheim","Germany","\N","EDMN",48.106945,10.525,1857,"1","E","Europe/Berlin","airport","OurAirports"
378,"Oberpfaffenhofen Airport","Oberpfaffenhofen","Germany","OBF","EDMO",48.081402000000004,11.2831,1947,"1","E","Europe/Berlin","airport","OurAirports"
379,"Straubing Airport","Straubing","Germany","RBM","EDMS",48.90083312988281,12.516667366027832,1047,"1","E","Europe/Berlin","airport","OurAirports"
381,"Leutkirch-Unterzeil Airport","Leutkirch","Germany","\N","EDNL",47.85889053344727,10.014166831970217,2100,"1","E","Europe/Berlin","airport","OurAirports"
382,"Friedrichshafen Airport","Friedrichshafen","Germany","FDH","EDNY",47.671298980699994,9.511489868160002,1367,"1","E","Europe/Berlin","airport","OurAirports"
385,"Aalen-Heidenheim/Elchingen Airport","Aalen-heidenheim","Germany","\N","EDPA",48.77777862548828,10.264721870422363,1916,"1","E","Europe/Berlin","airport","OurAirports"
386,"Bayreuth Airport","Bayreuth","Germany","BYU","EDQD",49.985001000000004,11.64,1601,"1","E","Europe/Berlin","airport","OurAirports"
387,"Burg Feuerstein Airport","Burg Feuerstein","Germany","URD","EDQE",49.794166564940994,11.133610725402999,1673,"1","E","Europe/Berlin","airport","OurAirports"
388,"Hof-Plauen Airport","Hof","Germany","HOQ","EDQM",50.288612365722656,11.856389045715332,1959,"1","E","Europe/Berlin","airport","OurAirports"
393,"ZweibrÃ¼cken Airport","Zweibruecken","Germany","ZQW","EDRZ",49.2094,7.4005600000000005,1132,"1","E","Europe/Berlin","airport","OurAirports"
394,"Donaueschingen-Villingen Airport","Donaueschingen","Germany","ZQL","EDTD",47.97333145139999,8.52222156525,2231,"1","E","Europe/Berlin","airport","OurAirports"
396,"Mengen-Hohentengen Airport","Mengen","Germany","\N","EDTM",48.05389022827149,9.372777938842773,1818,"1","E","Europe/Berlin","airport","OurAirports"
397,"Adolf WÃ¼rth Airport","Schwaebisch Hall","Germany","\N","EDTY",49.1183319092,9.783888816829998,1299,"1","E","Europe/Berlin","airport","OurAirports"
417,"Enontekio Airport","Enontekio","Finland","ENF","EFET",68.36260223388699,23.424299240112,1005,"2","E","Europe/Helsinki","airport","OurAirports"
629,"Luxembourg-Findel International Airport","Luxemburg","Luxembourg","LUX","ELLX",49.6233333,6.204444400000001,1234,"1","E","Europe/Luxembourg","airport","OurAirports"
639,"Geilo Airport Dagali","Geilo","Norway","DLD","ENDI",60.41730117797852,8.518349647521973,2618,"1","E","Europe/Oslo","airport","OurAirports"
642,"Leirin Airport","Fagernes","Norway","VDB","ENFG",61.015598297119,9.2880601882935,2697,"1","E","Europe/Oslo","airport","OurAirports"
656,"RÃ¸ros Airport","Roros","Norway","RRS","ENRO",62.578399658203004,11.342300415039,2054,"1","E","Europe/Oslo","airport","OurAirports"
712,"Hallviken Airport","Hallviken","Sweden","\N","ESNA",63.73830032348633,15.45829963684082,1119,"1","E","Europe/Stockholm","airport","OurAirports"
713,"Hedlanda Airport","Hede","Sweden","\N","ESNC",62.40890121459999,13.7472000122,1460,"1","E","Europe/Stockholm","airport","OurAirports"
714,"Sveg Airport","Sveg","Sweden","EVG","ESND",62.04779815673828,14.422900199890135,1178,"1","E","Europe/Stockholm","airport","OurAirports"
715,"GÃ¤llivare Airport","Gallivare","Sweden","GEV","ESNG",67.13240051269531,20.814599990844727,1027,"1","E","Europe/Stockholm","airport","OurAirports"
720,"Optand Airport","Optand","Sweden","\N","ESNM",63.12860107421875,14.802800178527832,1236,"1","E","Europe/Stockholm","airport","OurAirports"
724,"Kiruna Airport","Kiruna","Sweden","KRN","ESNQ",67.821998596191,20.336799621582,1508,"1","E","Europe/Stockholm","airport","OurAirports"
729,"Vilhelmina Airport","Vilhelmina","Sweden","VHM","ESNV",64.5791015625,16.833599090576172,1140,"1","E","Europe/Stockholm","airport","OurAirports"
730,"Arvidsjaur Airport","Arvidsjaur","Sweden","AJR","ESNX",65.59030151367189,19.28190040588379,1245,"1","E","Europe/Stockholm","airport","OurAirports"
748,"Kalixfors Airport","Kalixfors","Sweden","\N","ESUK",67.76480102539061,20.257200241088867,1549,"1","E","Europe/Stockholm","airport","OurAirports"
750,"Spangdahlem Air Base","Spangdahlem","Germany","SPM","ETAD",49.9726982117,6.6925001144400005,1197,"1","E","Europe/Berlin","airport","OurAirports"
757,"Fritzlar Airport","Fritzlar","Germany","FRZ","ETHF",51.1146,9.286,1345,"1","E","Europe/Berlin","airport","OurAirports"
758,"Laupheim Air Base","Laupheim","Germany","\N","ETHL",48.220299,9.91002,1766,"1","E","Europe/Berlin","airport","OurAirports"
760,"Niederstetten Army Air Base","Niederstetten","Germany","\N","ETHN",49.391945,9.958889,1339,"1","E","Europe/Berlin","airport","OurAirports"
761,"Roth Airport","Roth","Germany","\N","ETHR",49.21749877929688,11.100199699401855,1268,"1","E","Europe/Berlin","airport","OurAirports"
763,"Grafenwohr Army Air Field","Grafenwoehr","Germany","\N","ETIC",49.69869995117188,11.940199851989744,1363,"1","E","Europe/Berlin","airport","OurAirports"
765,"Hohenfels Army Air Field","Hohenfels","Germany","\N","ETIH",49.21810150146485,11.836099624633787,1455,"1","E","Europe/Berlin","airport","OurAirports"
778,"Vilseck Army Air Field","Vilseck","Germany","\N","ETOI",49.63359832763672,11.767200469970705,1353,"1","E","Europe/Berlin","airport","OurAirports"
781,"Landsberg Lech Air Base","Landsberg","Germany","\N","ETSA",48.070599,10.905999999999999,2044,"1","E","Europe/Berlin","airport","OurAirports"
782,"BÃ¼chel Air Base","Buechel","Germany","\N","ETSB",50.1738014221,7.06333017349,1568,"1","E","Europe/Berlin","airport","OurAirports"
783,"Erding Airport","Erding","Germany","\N","ETSE",48.32229995727539,11.948699951171875,1515,"1","E","Europe/Berlin","airport","OurAirports"
784,"FÃ¼rstenfeldbruck Air Base","Fuerstenfeldbruck","Germany","FEL","ETSF",48.205555,11.266944,1703,"1","E","Europe/Berlin","airport","OurAirports"
786,"Ingolstadt Manching Airport","Ingolstadt","Germany","IGS","ETSI",48.7156982421875,11.534000396728516,1202,"1","E","Europe/Berlin","airport","OurAirports"
787,"Lechfeld Air Base","Lechfeld","Germany","\N","ETSL",48.185503999999995,10.8612,1822,"1","E","Europe/Berlin","airport","OurAirports"
788,"Neuburg AFB","Neuburg","Germany","\N","ETSN",48.710999,11.2115,1249,"1","E","Europe/Berlin","airport","OurAirports"
791,"Aggeneys Airport","Aggeneys","South Africa","AGZ","FAAG",-29.28179931640625,18.813899993896484,2648,"2","U","Africa/Johannesburg","airport","OurAirports"
792,"Brakpan Airport","Brakpan","South Africa","\N","FABB",-26.23859977722168,28.301799774169922,5300,"2","U","Africa/Johannesburg","airport","OurAirports"
793,"Bisho Airport","Bisho","South Africa","BIY","FABE",-32.897098541300004,27.2791004181,1950,"2","U","Africa/Johannesburg","airport","OurAirports"
794,"Bram Fischer International Airport","Bloemfontein","South Africa","BFN","FABL",-29.092699050900002,26.302400589,4458,"2","U","Africa/Johannesburg","airport","OurAirports"
795,"Bethlehem Airport","Bethlehem","South Africa","\N","FABM",-28.248399734499998,28.3360996246,5561,"2","U","Africa/Johannesburg","airport","OurAirports"
796,"Hendrik Potgieter Airport","Bothaville","South Africa","\N","FABO",-27.36680030822754,26.62919998168945,4236,"2","U","Africa/Johannesburg","airport","OurAirports"
798,"Calvinia Airport","Calvinia","South Africa","\N","FACV",-31.50029945373535,19.725900650024414,3250,"2","U","Africa/Johannesburg","airport","OurAirports"
801,"Ermelo Airport","Ermelo","South Africa","\N","FAEO",-26.4955997467041,29.979799270629886,5700,"2","U","Africa/Johannesburg","airport","OurAirports"
